id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1,1.3738,0.5446,1.1277,0.5542,0.6419,1.1178,1.7535,1.963,1.1465,0.3322,1.9979,1.4224,2.1574,0.5329,1.1536,0.4609,0.9842,1.2312,1.7324,1.2785,1.3307,1.2068,1.1377,0.4249,0.3855
2,1.3738,0.5446,1.1277,0.5542,0.6419,1.1178,1.7535,1.963,1.1465,0.3322,1.9979,1.4224,2.1574,0.5329,1.1536,0.4609,0.9842,1.2312,1.7324,1.2785,1.3307,1.2068,1.1377,0.4249,0.3855
3,1.3738,0.5446,1.1277,0.5542,0.6419,1.1178,1.7535,1.963,1.1465,0.3322,1.9979,1.4224,2.1574,0.5329,1.1536,0.4609,0.9842,1.2312,1.7324,1.2785,1.3307,1.2068,1.1377,0.4249,0.3855
4,1.3738,0.5446,1.1277,0.5542,0.6419,1.1178,1.7535,1.963,1.1465,0.3322,1.9979,1.4224,2.1574,0.5329,1.1536,0.4609,0.9842,1.2312,1.7324,1.2785,1.3307,1.2068,1.1377,0.4249,0.3855
5,1.3738,0.5446,1.1277,0.5542,0.6419,1.1178,1.7535,1.963,1.1465,0.3322,1.9979,1.4224,2.1574,0.5329,1.1536,0.4609,0.9842,1.2312,1.7324,1.2785,1.3307,1.2068,1.1377,0.4249,0.3855
6,1.3738,0.5446,1.1277,0.5542,0.6419,1.1178,1.7535,1.963,1.1465,0.3322,1.9979,1.4224,2.1574,0.5329,1.1536,0.4609,0.9842,1.2312,1.7324,1.2785,1.3307,1.2068,1.1377,0.4249,0.3855
7,1.3738,0.5446,1.1277,0.5542,0.6419,1.1178,1.7535,1.963,1.1465,0.3322,1.9979,1.4224,2.1574,0.5329,1.1536,0.4609,0.9842,1.2312,1.7324,1.2785,1.3307,1.2068,1.1377,0.4249,0.3855
8,1.3738,0.5446,1.1277,0.5542,0.6419,1.1178,1.7535,1.963,1.1465,0.3322,1.9979,1.4224,2.1574,0.5329,1.1536,0.4609,0.9842,1.2312,1.7324,1.2785,1.3307,1.2068,1.1377,0.4249,0.3855
9,1.3738,0.5446,1.1277,0.5542,0.6419,1.1178,1.7535,1.963,1.1465,0.3322,1.9979,1.4224,2.1574,0.5329,1.1536,0.4609,0.9842,1.2312,1.7324,1.2785,1.3307,1.2068,1.1377,0.4249,0.3855
10,1.3738,0.5446,1.1277,0.5542,0.6419,1.1178,1.7535,1.963,1.1465,0.3322,1.9979,1.4224,2.1574,0.5329,1.1536,0.4609,0.9842,1.2312,1.7324,1.2785,1.3307,1.2068,1.1377,0.4249,0.3855
11,1.3738,0.5446,1.1277,0.5542,0.6419,1.1178,1.7535,1.963,1.1465,0.3322,1.9979,1.4224,2.1574,0.5329,1.1536,0.4609,0.9842,1.2312,1.7324,1.2785,1.3307,1.2068,1.1377,0.4249,0.3855
